Name,Description,Category
,"When you smash a terrorist's head, what oozes out?",
,"When you think Atif Aslam, I hope you think of ____.",
,"When you visit Lahore, make sure that you try ____. Everyone says it's the best there.",
,When you're sleepy AF and think ____ is a good idea.,
,"When you're in trouble, ____ can be very comforting.",
,"When you're mad or feeling sad, just go ____.",
,"When you're not around, the Hostel Warden sneaks into your room and slips ____ under your pillow.",
,When you're over new years resolutions and binge on ____.,
,When you're single AF: ____.,
,"When you've got ____, flaunt it.",
,"When your Medic is feeling down, cheer him up with a healthy dose of ____.",
,"When your crying mother asks why you were kicked out of the Force, you'll shamefully explain it was because of ____.",
,"When your primary weapon jams in an ass-puckering firefight, use ____ as your backup.",
,"Whenever I feel lonely, I put on some Nusrat Fateh Ali Khan, dress up like ____ and dance crazily in front of the mirror.",
,"Whenever I'm down, the thing that cheers me up the most is ____.",
,Where in the world is ____?,
,Where were you when I needed you?,
,"Which came first, the chicken or the ____?",
,Which enemy is Maryam Nawaz most proud of?,
,"while making the biryani, my aunt whispered to my fiance ____",
,"While building Bahria Town, 200 laborers were paid $5 an hour to destroy ____.",
,"While doing spring cleaning, I was surprised to find so much ____ between the couch cushions.",
,"while getting waxed, I cringed when the lady said to me ____",
,"While going for a run through the city park ""Insert Name"" found two ducks fighting over ____.",
,"While he uses the phrase quite regularly, Imran Khan has admitted that the only thing he truly finds MARVELOUS is in fact ____.",
,"While I might not function at most basic tasks, I'm an expert at ____.",
,While I was on vacation I finally got up the courage to ____.,
,"While officially still frowned on, ____ is now permitted in the US armed forces.",
,"While on the phone with his Mom, I seriously distracted my boyfriend with ____. It's a good thing I didn't laugh when she asked if something was wrong.",
,"While eating mangoes, surprise them with (a/an) ____.",
,"While standing in battalion formation, I often think about ____.",
,"While stuffing your fat face at the chow hall, you suddenly think of ____ and immediately lose your appetite.",
,"While the USA raced the USSR to the moon, the Pakistani Government funnelled millions of Rupees into research on ____.",
,"While the USA raced the USSR to the moon, the South African Government funnelled millions of Rands into research on ____.",
,"While The PM admits he was ""not a fan of the 1971 War,"" he's absolutely crazy about ____.",
,"while vacationing in Dubai, I picked up the phrase ____",
,"While working with ""Civilian Contractors,"" a hostile work environment complaint was lodged against you for ____.",
,"While writing my wedding vows, I often looked to ____ for inspiration.",
,White male. Aged 42. Cause of death: ____.,
,Who ate my ____ again?,
,"Who blasphemes and bubbles at the center of all infinity, whose name no lips dare speak aloud, and who gnaws hungrily in inconceivable, unlighted chambers beyond time?",
,Who do you think you are?,
,Who is The PM suing next?,
,Who is watching when you're in the bathroom? ____,
,Who killed the Bhuttos and why?,
,Who knew that ____ was really just a collection of ____?,
,Who knew there'd be so much ____ in the movie about the life of ____.,
,Who knows the secrets that Man was not meant to know? ____ knows.,
,Who let the dogs out?,
,Who lives in a pineapple under the sea? ____!,
,Who or what has the best chance of surviving The PM's full term in office?,
,Who or what is my spirit animal?,
,Who stole the cookies from the cookie jar?,
,Who was the last person to ____?,
,Who will be behind the next iqama controversy?,
,Who will be first against the wall when the revolution comes?,
,Who will be the next President?,
,Who will the Agencies hack to help The PM finally win an Election?,
,Who you gonna call?,
,"Who's got ____, ____, and two thumbs? This guy!",
,Who's really to blame?,
,"Who's to say that love needs to be soft, gentle, and sweet? Not when it can involve ____...",
,Whoever invented ____ is a genius.,
,"Whoever said ""time cures all wounds"" has clearly never experienced ____.",
,Whos afraid of the big bad wolf.,
,Whose subliminal messages are in the ads on TV?____,
,Why am giving birth again?,
,Why am I always broke?,
,Why am I bleeding?,
,Why am I in jail?,
,Why am I laughing and crying and taking off my clothes?,
,Why am I loving my Bad Hombre?,
,Why am I so constipated?,
,Why am I so tired?,
,Why am I so turned on right now?,
,Why am I taking Ambien?,
,Why am I trembling?,
,Why am I wet?,
,Why are all the children dying?,
,Why are my parents disappointed in me?,
,Why can't I sit down today?,
,Why can't we have nice things?,
,Why did The PM cross the border?,
,Why did grandma send the kids home?,
,Why did I dump my fiance the day before Eid?,
,Why did I get kicked out of the house?,
,Why did Mommy lock herself in the bathroom?,
,Why did my spouse divorce me?,
,Why did the babysitter quit?,
,Why did the chicken cross the road?,
,Why did the fusion exchanges end?,
,Why did the Traffic Police pull me over?,
,Why did The PM win the election?,
,Why didn't someone warn me about ____?!,
,Why didn't you pass your homework in on time?,
,Why do I always feel tired?,
,Why do I ride without a helmet?,
,Why do I feel so dizzy?,
,Why do I feel sticky all over my body?,
,Why do I keep havintg children?,
,Why do I like you?,
,Why do I need feminism?,
,Why do men on the internet send me pictures of ____?,
,Why do some Pakistanis like the dams?,
,Why does ____ keep telling kids ____ is a basic food group?,
,Why does Maula Jatt really hate Noori Natt?,
,Why does daddy smoke?,
,Why does Adiala Jail get better TripAdvisor ratings than PC Bhurban?,
,Why does Mommy scream?,
,Why does my breath smell so bad?,
,Why don't I look for rishtas online anymore?,
,Why don't you just buy socks?,
,Why has Pakistan gone downhill?,
,Why hasn't anyone created an emoji for ____.,
,Why hasn't my friend crossed the border?,
,Why haven't aliens visited us yet?,
,Why haven't I gotten laid recently?,
,Why haven't your subordinates completed their mandatory online training?,
,Why I don't snoop in their room anymore.,
,Why I feel nervous.,
,Why I need therapy.,
,Why I'm always running late.,
,Why I'm so excited.,
,Why I'm THAT parent.,
,Why is Brett so sweaty?,
,Why is Daddy in time out again?,
,Why is The PM obsessed with the dams?,
,Why is everybody giving me ____.,
,Why is it so hard to find ____ these days? #firstworldproblems,
,Why is it so hard to find a roommate who isn't always ____?,
,Why is Sohail Warraich really retiring?,
,Why is mommy crying?,
,Why is mommy locked in the bathroom?,
,Why is mommy so #blessed?,
,Why is The Internet down THIS time?!?,
,"Why is the chief always grumpy? Well, it's because he's responsible for ____.",
,Why is the Edhi Sahab always smiling? Because he knows ____.,
,Why is the sky blue?,
,Why is the Minar-e-Pakistan crying?,
,Why is this man crying?,
,Why is this walrus so frustrated?,
,Why my first marriage ended in divorce.,
,Why my mustache smell so bad?,
,Why our kid is slamming doors today.,
,Why our kids cannot have co-ed sleepovers.,
,Why so salty?,
,Why so serious?,
,Why so serious? ____. That’s why.,
,"Why was ""Aamir Liaquat"" cancelled?",
,Why was a clean-up needed on aisle 6?,
,Why was a complaint filed on me?,
,Why was the low-level diplomat kicked out of the country?,
,Why was your commander court-martialed?,
,Why we are banned from Joyland.,
,Why we are the meanest parents on earth.,
,Why we don't want any more kids.,
,Why will mommy get arrested?,
,Why won't anyone sit with me?,
,Why won't they let me in Sinbad anymore?,
,Why won't you make chai for me anymore? Is it ____?,
,Why would I want ____ stuffed down my throat?,
,"Why? Because ____ causes ____, that's why?",
,Why's Chacha angry again?!?,
,Will my Mom ever stop gossiping about ____?,
,"The PM's shocking new autobiography is titled ""____: The Final Frontier.""",
,"With a madman taking over the city, only ____-Man can save us now.",
,"With a one-time gift of just $10, you can save this child from ____.",
,"With every year that passes, I find it harder and harder to be ____.",
,"With friends like these, who needs ____.",
,With great power comes ____.,
,"With my skills in ____, and your knowledge in ____, we could rule the world!",
,"With the 3D printer, I can make ____ in a matter of minutes.",
,"With the camels on strike, this year the Eid trolley is fueled by ____.",
,Within our borders are three million illegal agents of ____!,
,"Without ____, the world would be at peace and full of joy and love.",
,"Without Muslims, we would never know ____.",
,"Without doubt, this is the golden age of ____.",
,Women are insecure about themselves because men only think about ____.,
,Wondering if other commuters on the train also daydream about ____.,
,World War III was caused by ____.,
,Wouldn't it be nice if the world was ____.,
,"Wow, you're still ____? That's so retro!",
,Wrap your ____ around my ____.,
,"What the hell, why did you ____?",
,WWSGD: What would Sultan Rahi do?,
,WWIII started as a result of The PM's ____.,
,www.____.com,
,YAAAAAAS! You are serving me ____ realness!,
,Pindi Boy went to town riding on a ____ stuck a feather in his ____ and called it macaroni.,
,"Yea, though I walk through the valley of ____, I will fear no ____.",
,Yeah that's so spicy. I'm so close. Talk about ____ again! OH I'M CRYING!,
,"Yeah, I got him off. So What? Who Cares? We got the ____ thrown out, so he walked.",
,"Yeah, I seen him, Sheriff. He was ____ with a big ol ____ strapped to his back.",
,"Yeah, nah, yeah I'm keen as to smash ____ if you are bro.",
,"Yeah? Well, your MOM is ____!",
,"Yes Doctor, we are here again. This time it's because of ____.",
,"Yes, actors were hired to clap at The PM's campaign announcement. Their payment: ____.",
,"Yes, I have a question. Well, not so much a question as ____.",
,"Yes, it is I, the world's most dangerous supervillain: Baron Von ____!",
,"Yes, Mr. Death … I'll play your game! But not chess! My game is ____.",
,Yesterday I found ____ for sale on eBay.,
,Yo yo here we go ____ on the Erin Simpson show,
,Yo yo here we go ____ on the Nida Yasir show,
,"Yo, is ____racist?",
,Yo' mama's so fat she ____!,
,Defense's latest fad diet is called ____,
,"You ____, bro!",
,You + Me = ____.,
,You accidentally read the comments section. How do you maintain the will to live?,
,You ain't never had a friend like me!,
,You are 90% more likely to suffer from emotional trauma when exposed to ____.,
,You are like the ____ of my life.,
,"You are under arrest for ____, again!",
,"You better lose yourself in the naat The moment you own it, you better never let it go You only get one shot, do not miss your chance for ____.",
,You better not put ____ in your mom's Crockpot.,
,"You better turn around now and head back to where you came from, city boy. We don't take kindly to ____ around these parts, you hear?",
,You call it ____. I call it eating food.,
,"You can ban it, outlaw it, and burn it, but you'll never remove ____ from my precious Corps!",
,"You can call me A magician, because I'm about to make ____ disappear.",
,"You can find a pattern for almost anything on Ravelry. For instance, ____.",
,"You can have ____ when you pry it from my cold, dead hands!",
,You can make any experience better by adding ____ to the mix.,
,You can never have too much ____.,
,You can only save the world with ____!,
,You can tell Sultan Rahi is an Jawan because he uses ____ and ____ to slay his enemies.,
,you can tell I've had too much to eat when I start burping ____,
,You can use ____ as a flotation device in the event of an emergency.,
,You can't be told what ____ is. You have to see it for yourself.,
,You can't beat ____ on a Good Day!!,
,"You can't kill ____. Trust me, the Corps has tried.",
,You can't live a truly fulfilling life without ____.,
,You can't touch this.,
,You can't wait forever. It's time to talk to your doctor about ____.,
,You city folk would never understand the quiet dignity of ____.,
,"You could say it was his politics that got The PM elected, but we all know the real reason was ____.",
,You deserve a scolding using my ____.,
,You did ____? With ____? For how many cookies?,
,You get ____! You get ____! You get ____! You get ____! You get ____! You get ____! You get ____! You get ____! You get ____! Everybody gets ____!,
,You put your ____ in my ____!,
,"You guys, you can buy ____ on the dark web.",
,You had me at ____.,
,You have ____?! Wow! Can I have some?,
,"You have 72 hours to deliver the gold, or you'll face ____.",
,You have been waylaid by ____ and must defend yourself.,
,You HAVE to check out this new bar. They have a drink called “____” that will rock your world.,
,You have to experience ____ before you can really appreciate ____.,
,"You have to get the new iPhone, endorsed by ____.",
,You have violated the Prime Directive! You exposed an alien culture to ____ before they were ready.,
,You haven't really been tired until you've been ____ tired.,
,"You hear the craziest stuff in hospital lineups, this morning I overheard ""Insert Name"" having a heated conversations about ____.",
,You just can't beat the Butcher's ____.,
,You just need more ____ to finish this darn form!,
,You kids have it easy today. Back in my day we had to deal with ____.,
,You kids have it easy today. Back in my day we had to work for our ____.,
,You kids with your fancy degrees... They don't teach ya' nothin' 'bout ____ in school.,
,You know me. I'm the ____ one in the group.,
,"You know they say, too much ____ and you'll go blind.",
,You know things are bad when our Netflix recommendations are : ____.,
,You know what annoys me? ____,
,"You know what's, like, really funny when you think about it? ____.",
,You know who else liked ____? Hitler.,
,You know you are a parent when ____ seems normal.,
,You know you're Desi when you love talking about ____.,
,You know you're in love when ____ makes you happy.,
,You know your food is stale if it makes you want to ____.,
,"You know, once you get past ____, ____ ain't so bad.",
,You like my cupcakes? I made them myself. The secret ingredient is ____.,
,"You love Eid Sale. You love Chand Raat. So don’t miss ____ Wednesday, only at Packages Mall!",
,You might be a Paindu if you use ____ for ____.,
,You might be a veteran if you consider ____ a good time.,
,You never want to see how ____ is made.,
,You people are sick! There's nothing funny about ____.,
,"You say potato, I say ____.",
,"You say tomato, I say ____.",
,You scared the crap out of me! For a second I thought you were ____.,
,You scratch ____ and I'll scratch ____.,
,"You see, son, baseball is like ____. Don't overthink it.",
,You should never ever put ____ in your mouth,
,You should never expect to use ____ until at least the third date.,
,"You should try ____ for those unappealing ____. It really works, I saw it on Facebook.",
,"You shouldn't swim in the Ravi River, they found ____ in there.",
,You think my poop stinks? Yours smells like ____.,
,"You think you have defeated me? Well, let's see how you handle ____.",
,You think your last meeting was bad? My date thought that buying me ____ was a reasonable substitute for buying me dinner.,
,YOU try explaining ____ to the media!,
,You try to go one hour without looking at your phone. How are you keeping yourself distracted?,
,You want ____? You can't handle ____[SAME CARD AGAIN]____!,
,You want the whole truth? You can't handle the ____.,
,You Wil Cry When You See This Kid Tell His Parents That He Is ____. #ItGetsBetter,
,You won't believe I have ____.,
,"You won't find this in textbooks, but ____ is the real reason Pakistan entered 1965 War.",
,You won’t believe what’s in my purse. It’s ____.,
,"YOU: Play Nusrat SIRI: Sorry. I don't know what ""____"" means.",
,"You: Play Atif Aslam. Siri: Sorry. I don’t know what ""____"" means.",
,You. Me. ____. Now.,
,"You'd never know it, but the first sergeant's duties include ____ and ____.",
,You'll find this in Heaven.,
,You'll understand ____ when you're older.,
,You're a tiger! You're crawling through the jungle. Now you're ____! Beautiful.,
,You're as useless as ____.,
,You're at the local base housing dinner party. What's your go-to icebreaker?,
,You're damn right India's going to pay for a dam. With ____.,
,"You're either a nice sailor or you work for one, unless you're affiliated with ____.",
,You're in good hands with ____.,
,You're never fully clean unless you're ____!,
,"You're not going to believe this, but I'm you from the future! You've got to stop ____.",
,"You're not in ____ anymore, Dr. Rapata.",
,"You're not in ____ anymore, Dr. Aamir.",
,You're on a first rishta meeting. What's an instant red flag?,
,You're seeing a therapist for the first time. The therapist asks you why you've come. Your answer:,
,"You're staggering back to the last metro bus of the night when, all of a sudden, ____ appears!",
,You've been naughty so I'm going to punish you with (a/an) ____.,
,"You've never seen Humayun Saeed like this before! This summer, ""____"".",
,"Young lady, you better knock it off with ____ or you're grounded!",
,Your account has been banned. Motive: ____.,
,Your call is very important to us. Please stay on the line and we'll be ____.,
,"Your chance of dying from ass cancer is roughly 570,000 times greater than your chance of getting killed by a refugee terrorist. Better spend more money on ____.",
,"Your charitable contribution will help provide clothing, food, and clean water to ____.",
,Your chief expected ____ in return for your EP Eval this cycle.,
,Your commander was immediately relieved for unethical and corruption because of her involvement with ____.,
,"Your commander's call sign is ""____ SIX.""",
,Your Medic buddy once told you that he pulled ____ out of a Jawan's boot.,
,Your cousin was just arrested for trying to smuggle ____ into the country inside her bag.,
,"Your dad and I are so proud of you! You know you're the first one in the family to be ____, right?",
,Your Dad is so stupid he ____.,
,Your dad was extremely embarrassed to be caught with ____.,
,Your date keeps talking about his moon sign in the fourth house. How do you stay interested?,
,"Your father was a powerful wizard, Harry. Before he died, he left you something very precious: ____.",
,Your friendly neighborhood ____.,
,Your kids with your fancy degrees… They don't teach ya' nothing' 'bout ____ in school.,
,"Your Havaldar demands you bring him reactor air samples and 50 feet of gig line. Instead, you cunningly ""acquire"" ____.",
,Your Rishta date insults your Chacha in the bathroom. What are you doing to numb the pain?,
,"Your mom never told you, but when she was younger, she was into ____.",
,Your mom's name is Brenda because ____ was already taken!,
,"Your persistence is admirable, my dear Prince. But you cannot win my heart with ____ alone.",
,Your security clearance has been suspended beause of your shameful past involving ____.,
,Your Squadron Commander proudly displays a picture of ____ on her desk.,
,Youth group didn't prepare me for ____.,
,Youth group prepared me well for ____.,
,Youth Ministers love talking about ____.,
,YouTube is now demonetizing any videos containing ____.,
,Prompt,
,____ IS MY LIFE'S AMBITION.,
,____ SAYS ____ IS ____.,
,____? REMINDS ME OF ____.,
,____? TALK TO ME WHEN YOU'VE EXPERIENCED ____.,
,____? WHAT A LOAD OF ____.,
,____. A STRAIGHT ROAD TO DIVORCE.,
,____. BETTER WITH ____.,
,____. FEELS SO GOOD ON ____.,
,____. GUARANTEED TO GIVE ME HOMICIDAL RAGE.,
,____. NOW THAT'S MESSED UP.,
,____. RUINING EVERYTHING FOR EVERYONE.,
,____. THAT'S WHAT IT'S ALL ABOUT.,
,____. THAT'S WHAT WEDDINGS ARE ALL ABOUT.,
,____. THAT'T THE SECRET OF A HAPPY MARRIAGE.,
,____. THE MOST IMPORTANT THING IN ANY RELATIONSHIP.,
,____. WHAT A JERK.,
,____. WHAT A GREAT IDEA!,
,A RECENT STUDY SUGGESTED ____ IS CAUSED BY ____.,
,"AAAAAH, A WEDDING TIME TO START ____.",
,AFTER TONIGHT I'LL BE REMEMBERED FOR ____.,
,BEFORE I CAME HERE I WAS ____.,
,DON'T INTERRUPT ME WHEN I'M ____.,
,DRESS? CHECK. SHOES? CHECK. ____? CHECK.,
,CATCH 'EM BY THE ____.,
,HE DOESN'T KNOW IT BUT I LOVE ____.,
,HERE COMES THE BRIDE. HERE COMES THE BRIDE. ____.,
,I HATE WEDDINGS BECAUSE ____.,
,I HOPE NOT TO BE ____ ON MY WEDDING DAY.,
,I LOVE ____ MORE THAN ANYTHING ELSE,
,I LOVE WEDDINGS BECAUSE ____.,
,"I MAY BE ____, BUT AT LEAST I'M NOT ____.",
,I'LL BE ____ WHEN THE PHOTOS ARE BEING TAKEN.,
,I'LL BE WEARING ____.,
,"IF I COULD GIVE YOU ONE BIT OF ADVICE BEFORE YOUR WEDDING, IT WOULD BE ____.",
,IF I COULD MAKE YOUR BOUQUET. I'D CRAFT IT FROM ____.,
,IF I HAD TO CHOOSE ONE THING TO STICK IN MY BUTT IT WOULD BE ____.,
,"IF SHE WAS HONEST, THE BRIDE WOULD WEAR ____ TO HER WEDDING",
,"IF YOU GET ____ AS A GIFT, YOU'LL BE ____.",
,IN TWENTY YEARS TIME WE'LL REMEMBER THIS DAY BY ____.,
,IT REALLY SUCKS WHEN YOU MEET A GUY AND HE'S GOT ____.,
,LOVE IS ____.,
,MY MOTHER IN LAW IS ____.,
,MY FREE PASS IS ____.,
,"NOW YOU'RE GETTING MARRIED, SAY GOODBYE TO ____.",
,OUR ENTRANCE SONG WILL BE A BEAUTIFUL MELODY ABOUT ____.,
,REMEMBER THAT TIME YOU TOLD ME YOUR FUTURE MOTHER IN LAW IS ____?,
,SOMETHING OLD SOMETHING NEW SOMETHING BORROWED ____.,
,THE BEST THING ABOUT THE GROOM IS ____.,
,THE BRIDE THINKS THE GROOM'S FAMILY ARE ____.,
,THE MAID OF HONOR IS ____.,
,THE MOST TERRIFYING THING ABOUT IT IS ____.,
,THE MOTHER OF THE BRIDE IS ____.,
,THE NUMBER ONE ITEM ON THE GIFT REGISTER IS ____.,
,THE WORST THING ABOUT THE GROOM IS HIS ____.,
,THE WORST THING I'VE EVER DONE IS ____.,
,THE WORST THING THE BRIDE AND I HAVE EVER DONE IS ____.,
,THINGS I'D RATHER BE DOING THAN GOING TO YOUR WEDDING: 1. ____.,
,THINKING ABOUT GETTING MARRIED MAKES ME FEEL LIKE ____.,
,THIS PARTY IS ____.,
,THIS WEDDING IS BROUGHT TO YOU BY ____ & ____,
,TIL ____ DO US PART,
,TOMORROW I'M GOING TO BE ____.,
,WE'RE GOING TO THE HALL AND WE'RE GONNA GET ____.,
,WHAT DO YOU THINK OF MARRIAGE?,
,WHAT DO YOU THINK OF THE BRIDE?,
,WHAT WEDDING PRESENT DO YOU WANT THE MOST?,
,WHAT'S GOING TO MAKE THE BRIDE LATE TO THE CEREMONY?,
,WHAT'S ONE WORD YOU'D NEVER ASSOCIATE WITH THE BRIDE?,
,WHAT'S THE GROOM'S BIGGEST WEAKNESS?,
,WHAT'S YOUR BIGGEST WEAKNESS?,
,WHAT'S YOUR FAVORITE THING ABOUT WEDDINGS?,
,WHAT'S YOUR GUILTY PLEASURE?,
,WHO'S MOST LIKELY TO HAVE AN HIDDEN TATTOO?,
,WHO'S MOST LIKELY TO TRY AND STOP THE WEDDING?,
,WILL SOMEBODY PLEASE THINK OF ____.,
,"YOU DON'T KNOW THIS, BUT I'M FAMOUS FOR ____.",
,"YOU'D NEVER GUESS, BUT I HAVE A SECRET OBSESSION FOR ____.",
,YOU'RE WEARING WHITE? THAT'S ____.,
,"Honestly, you can never have too many <BLANK>",Quiplash
,You know a restaurant is bad when the waiter says “<BLANK>”,Quiplash
,That horror movie was so scary until the killer turned out to be <BLANK>,Quiplash
,What would you call your ANTI-social network?,Quiplash
,An old-fashioned curse word that nobody uses anymore,Quiplash
,What’s the worst thing to wear when running a marathon?,Quiplash
,Your fish are bored! You should put a <BLANK> in their tank to amuse them.,Quiplash
,"In this house, “Grandma” and “Grandpa” are known as <BLANK>",Quiplash
,“Pokémon Trainer” is a much nobler job title than “Pokémon <BLANK>”,Quiplash
,Archaeologists won’t admit they’ve discovered cave paintings of <BLANK>,Quiplash
,The secret thing cats do when we’re not looking,Quiplash
,A good sign that you’re a terrible farmer,Quiplash
,"If your childhood toys came to life, they would probably say “<BLANK>”",Quiplash
,The worst restaurant: <BLANK> Hut,Quiplash
,What skin tags probably taste like,Quiplash
,What your mom thinks the word “yeet” means,Quiplash
,You know it’s a party when someone shows up with <BLANK>,Quiplash
,You know the lottery scratch-off ticket won’t pay out much when the goal is to get three <BLANK>,Quiplash
,A surprising new use for kale,Quiplash
,"Believe it or not, kids are going crazy over these <BLANK> trading cards",Quiplash
,A name for a music festival your mother would approve of,Quiplash
,"What defeats rock, paper AND scissors?",Quiplash
,"Along with tall, grande and venti, Starbucks should add a new coffee size: <BLANK>",Quiplash
,The nicest compliment you can give to a snake,Quiplash
,"Under a full moon, a small number of people turn into <BLANK>",Quiplash
,What the US president counts at night instead of sheep,Quiplash
,A rejected slogan for milk,Quiplash
,"There’s nothing sexier than a tall, beefy boy who knows how to <BLANK>",Quiplash
,What’s at the core of the planet named after you?,Quiplash
,Name of an award show that celebrates the most mediocre movies of the year,Quiplash
,Relationship rules: Never go to bed angry and never wake up <BLANK>,Quiplash
,He’s just not that into you... because he’s into <BLANK>,Quiplash
,Hard to believe but Madame Tussauds now has a wax statue of <BLANK>,Quiplash
,The worst words to end a scary story,Quiplash
,The absolute dumbest question to pose in Yahoo! Answers,Quiplash
,A good use for all your old CDs,Quiplash
,"The worst breakup line: “It’s not you, it’s <BLANK>”",Quiplash
,It would be terrifying to have a painting of <BLANK> above your bed,Quiplash
,A cool nickname for your bowel movements,Quiplash
,A sure sign you are trapped in a horrible nightmare,Quiplash
,"First, she asked for legs, then the Little Mermaid asked for <BLANK>",Quiplash
,What every woman is hiding under her bangs,Quiplash
,The generational nickname for babies born ten years from now,Quiplash
,A comment that has NEVER been made on the internet,Quiplash
,A terrible new name to get from the Witness Protection Program,Quiplash
,This year’s LEAST popular kids’ toy is: “The <BLANK>”,Quiplash
,You know your date is a slob when you find <BLANK> in the middle of their living room,Quiplash
,The name of Snow White’s millennial eighth dwarf,Quiplash
,“Haste makes <BLANK>”,Quiplash
,What Cookie Monster snacks on when nobody’s looking,Quiplash
,A better name for the TV show <i>Friends</i>,Quiplash
,Something the Pope might sell on Home Shopping Network,Quiplash
,A great way to stand out at comic book conventions is to dress like <BLANK>,Quiplash
,"In the lamest campfire tale, the young couple is terrorized by <BLANK>",Quiplash
,Still-life paintings would be more interesting if they were bowls of <BLANK>,Quiplash
,A fun nickname for the worst kid on a sports team,Quiplash
,The show must go on! Unless there is <BLANK> in the audience.,Quiplash
,The worst thing to be inscribed on a welcome mat,Quiplash
,An adorable name for sideburns,Quiplash
,"One-Star Hotel Review: “Terrible mattress, no towels and <BLANK>”",Quiplash
,The best name for a mom gang,Quiplash
,Casinos hate it when you walk up to the blackjack table and yell: “<BLANK>!”,Quiplash
,“A good man is hard to <BLANK>”,Quiplash
,A great sport that never caught on: <BLANK> on ice skates,Quiplash
,The one thing you should never slather mayonnaise on,Quiplash
,The worst pattern for a women's dress print,Quiplash
,“The meek shall inherit <BLANK>”,Quiplash
,A scrapbook nobody wants to see would be devoted to <BLANK>,Quiplash
,The worst thing to use as confetti,Quiplash
,"Gruesome! Instead of prickles, there’s a cactus that protects itself with <BLANK>",Quiplash
,A terrible model name for a self-driving car,Quiplash
,"Dear Science, stop already! We know enough about <BLANK>!",Quiplash
,A more respectable way of saying “junk in the trunk” is <BLANK>,Quiplash
,The best name for a rideshare company to stand out from competitors,Quiplash
,Your last thought before passing into the afterlife,Quiplash
,The dish that gets you uninvited from future potlucks,Quiplash
,"You know it’s bad when your mom says, “I’m not mad, I’m <BLANK>”",Quiplash
,A pickup line you might say to someone at the library,Quiplash
,It’s a bold choice to send someone a bouquet of <BLANK>,Quiplash
,The worst thing to yell from a clothing store dressing room,Quiplash
,Mother called you a “toddler tyrant” when you <BLANK>,Quiplash
,Hate Valentine’s Day? There’s a new holiday called <BLANK>,Quiplash
,The name of an appointment scheduling app nobody downloads,Quiplash
,Family secret! Grandma keeps her cash in <BLANK>,Quiplash
,Name for a wacky sitcom about ancient philosophers,Quiplash
,What used to have wings before God took away its power of flight?,Quiplash
,The name of the tamest action movie ever made,Quiplash
,"“Fool me once, shame on you. Fool me twice, <BLANK>”",Quiplash
,The best name for a gamers-only utopia,Quiplash
,"A nickname for a big, bushy beard",Quiplash
,The weirdest video game: <BLANK> <i>Simulator</i>,Quiplash
,A fairy tale that never caught on: <BLANK> <i>and the Beast</i>,Quiplash
,The next Pixar movie will be about a talking <BLANK>,Quiplash
,A contestant’s job title you would NOT be surprised to see on <i>The Bachelor</i>,Quiplash
,The name of a substitute teacher no student would mess with,Quiplash
,"Whatever you do, do NOT put sriracha on <BLANK>",Quiplash
,You know you’re super bored when you fill out the “Which <BLANK> Are You” quiz,Quiplash
,The strangest clickbait headline: “Hot <BLANK> Are In Your Area”,Quiplash
,A truly innovative technology would be <BLANK>-canceling headphones,Quiplash
,The name of a cologne that would be a woman repellent,Quiplash
,Doctors Without Borders is a much better organization than Doctors Without <BLANK>,Quiplash
,The weirdest celebrity demand in a rider contract: The greenroom MUST have <BLANK>,Quiplash
,The most memorable category you’d ever see on <i>Jeopardy!</i>,Quiplash
,What unicorn meat tastes like,Quiplash
,Something that should never be described as “juicy”,Quiplash
,A fun nickname for tampons,Quiplash
,The next big hit Broadway musical is going to be about <BLANK>,Quiplash
,Good Idea: reusable bags. Bad Idea: reusable <BLANK>,Quiplash
,The weirdest thing your Uber driver could offer you,Quiplash
,Why do babies’ heads smell so good?,Quiplash
,What toddlers would buy if they had mad Ca$h,Quiplash
,"When your Roomba is charging, what does it dream about?",Quiplash
,Who knew police give tickets for <BLANK>?,Quiplash
,Something you should never order at a business lunch,Quiplash
,A terrible idea for a children’s pop-up book: <i>The Adventures of</i> <BLANK>,Quiplash
,Adults should be able to go door-to-door on Basant and get <BLANK>,Quiplash
,Everyone was sad when they saw the piñata was full of <BLANK>,Quiplash
,Something that would definitely NOT taste better pickled,Quiplash
,A better name for skinny-dipping,Quiplash
, Two words that will get a big laugh as a callback later in the game,Quiplash
,"If they made a candle of your life, it would smell like <BLANK>",Quiplash
,Taco Tuesdays are so much better than <BLANK> Wednesdays,Quiplash
,"A rejected Dr. Seuss book title: <i>Oh, The Places You’ll</i> <BLANK>",Quiplash
,A rejected Eid song: “Santa Claus Is Coming to <BLANK>”,Quiplash
,"You know your doctor is an idiot when he says, “I need ten cc’s of <BLANK> STAT!”",Quiplash
,Hurrah! The United States is the world leader in <BLANK>,Quiplash
,A bumper sticker you’d consider displaying: “Ask Me About My <BLANK>”,Quiplash
,Werewolves have TWO weaknesses: silver bullets and <BLANK>,Quiplash
,The dumbest petition would push for <BLANK>,Quiplash
,Nobody would greenlight a kid’s game show called “Where in the World is <BLANK>?”,Quiplash
,"Someone who looks good is a “snack,” but someone who looks REALLY GOOD is a <BLANK>",Quiplash
,A website just for grandpas: www.<BLANK>.com,Quiplash
,The quickest way to become the most popular kid in school,Quiplash
,What the coolest grandparent slips into a birthday card,Quiplash
,What the most popular kid from your high school is probably doing right now,Quiplash
,Susan has such a youthful glow ever since she started washing her face with <BLANK>!,Quiplash
